x,y,event,description,ordinalNum
-73.0,-19.0,Shot,Mikael Backlund Wrist Shot saved by Igor Shesterkin,3rd
-67.0,-1.0,Shot,Blake Coleman Wrist Shot saved by Igor Shesterkin,3rd
-80.0,-8.0,Goal,"Blake Coleman (2) Backhand, assists: Mikael Backlund (1), Tyler Pitlick (1)",3rd
-78.0,10.0,Missed Shot,Sammy Blais Wide of Net Jacob Markstrom,3rd
-38.0,-38.0,Missed Shot,Dillon Dube Wide of Net Igor Shesterkin,3rd
-74.0,-14.0,Shot,Filip Chytil Slap Shot saved by Jacob Markstrom,3rd
-40.0,-19.0,Shot,Blake Coleman Wrist Shot saved by Igor Shesterkin,3rd
-79.0,11.0,Shot,Blake Coleman Slap Shot saved by Igor Shesterkin,3rd
-71.0,-11.0,Goal,"Mikael Backlund (1) Wrist Shot, assists: Blake Coleman (1), Noah Hanifin (2)",3rd
-57.0,29.0,Shot,Milan Lucic Snap Shot saved by Igor Shesterkin,3rd
-29.0,-35.0,Shot,Erik Gudbranson Slap Shot saved by Igor Shesterkin,3rd
-85.0,5.0,Shot,Alexis Lafrenière Wrap-around saved by Jacob Markstrom,3rd
-86.0,5.0,Shot,Alexis Lafrenière Wrist Shot saved by Jacob Markstrom,3rd
-87.0,6.0,Shot,Julien Gauthier Wrap-around saved by Jacob Markstrom,3rd
-74.0,-4.0,Missed Shot,Brett Ritchie Wide of Net Igor Shesterkin,3rd
-38.0,-19.0,Missed Shot,Rasmus Andersson Wide of Net Igor Shesterkin,3rd
-82.0,-6.0,Goal,"Andrew Mangiapane (5) Wrist Shot, assists: Rasmus Andersson (3), Dillon Dube (3)",3rd
-69.0,1.0,Shot,William Nylander Wrist Shot saved by Frederik Andersen,1st
-32.0,-33.0,Shot,Travis Dermott Wrist Shot saved by Frederik Andersen,1st
-34.0,35.0,Missed Shot,Brett Pesce Wide of Net Jack Campbell,1st
-1.0,40.0,Shot,Andrei Svechnikov Wrist Shot saved by Jack Campbell,1st
-87.0,-4.0,Goal,"Auston Matthews (1) Wrap-around, assists: Michael Bunting (2)",1st
-47.0,21.0,Missed Shot,Rasmus Sandin Wide of Net Frederik Andersen,1st
-84.0,-17.0,Missed Shot,Martin Necas Wide of Net Jack Campbell,1st
-67.0,20.0,Shot,Jordan Martinook Wrist Shot saved by Jack Campbell,1st
-55.0,38.0,Shot,Derek Stepan Wrist Shot saved by Jack Campbell,1st
-49.0,15.0,Shot,Teuvo Teravainen Snap Shot saved by Jack Campbell,1st
-42.0,-27.0,Shot,Jaccob Slavin Slap Shot saved by Jack Campbell,1st
-58.0,-30.0,Shot,Alexander Kerfoot Snap Shot saved by Frederik Andersen,1st
-80.0,-4.0,Missed Shot,Vincent Trocheck Wide of Net Jack Campbell,1st
-81.0,18.0,Shot,Teuvo Teravainen Snap Shot saved by Jack Campbell,1st
-35.0,-9.0,Shot,Tony DeAngelo Snap Shot saved by Jack Campbell,1st
-75.0,-6.0,Shot,Jordan Staal Snap Shot saved by Jack Campbell,1st
-50.0,40.0,Missed Shot,Jesperi Kotkaniemi Over Net Jack Campbell,1st
-40.0,34.0,Shot,Ethan Bear Slap Shot saved by Jack Campbell,1st
-83.0,8.0,Shot,Jaccob Slavin Backhand saved by Jack Campbell,1st
-20.0,-32.0,Shot,Brady Skjei Slap Shot saved by Jack Campbell,1st
-72.0,-19.0,Missed Shot,Vincent Trocheck Wide of Net Jack Campbell,1st
-39.0,29.0,Shot,Brett Pesce Snap Shot saved by Jack Campbell,1st
-79.0,-12.0,Shot,Nino Niederreiter Snap Shot saved by Jack Campbell,1st
-63.0,-11.0,Shot,Brady Skjei Wrist Shot saved by Jack Campbell,1st
-75.0,11.0,Shot,Andrei Svechnikov Snap Shot saved by Jack Campbell,1st
-84.0,-6.0,Shot,Jason Spezza Backhand saved by Frederik Andersen,1st
-80.0,5.0,Shot,Jason Spezza Deflected saved by Frederik Andersen,1st
-48.0,0.0,Missed Shot,Travis Dermott Wide of Net Frederik Andersen,1st
-49.0,6.0,Missed Shot,Vincent Trocheck Wide of Net Jack Campbell,1st
-52.0,-19.0,Shot,Morgan Rielly Snap Shot saved by Frederik Andersen,1st
-58.0,36.0,Shot,Mitchell Marner Snap Shot saved by Frederik Andersen,1st
-54.0,8.0,Shot,Jordan Staal Snap Shot saved by Jack Campbell,2nd
-40.0,26.0,Missed Shot,Morgan Rielly Wide of Net Frederik Andersen,2nd
-72.0,-1.0,Missed Shot,Vincent Trocheck Wide of Net Jack Campbell,2nd
-26.0,4.0,Shot,Brady Skjei Wrist Shot saved by Jack Campbell,2nd
-74.0,10.0,Shot,Jesper Fast Snap Shot saved by Jack Campbell,2nd
-83.0,0.0,Goal,"Sebastian Aho (4) Deflected, assists: Ethan Bear (2), Andrei Svechnikov (4)",2nd
-77.0,-1.0,Missed Shot,Sebastian Aho Wide of Net Jack Campbell,2nd
-80.0,-10.0,Missed Shot,Nino Niederreiter Over Net Jack Campbell,2nd
-36.0,-19.0,Missed Shot,Tony DeAngelo Wide of Net Jack Campbell,2nd
-78.0,-1.0,Goal,"Steven Lorentz (1) Wrist Shot, assists: Jordan Martinook (1)",2nd
-80.0,1.0,Shot,Nick Ritchie Tip-In saved by Frederik Andersen,2nd
-51.0,15.0,Missed Shot,John Tavares Over Net Frederik Andersen,2nd
-71.0,-11.0,Missed Shot,John Tavares Goalpost Frederik Andersen,2nd
-86.0,-7.0,Missed Shot,Alexander Kerfoot Wide of Net Frederik Andersen,2nd
-68.0,31.0,Shot,Pierre Engvall Backhand saved by Frederik Andersen,2nd
-81.0,1.0,Shot,Nick Ritchie Tip-In saved by Frederik Andersen,2nd
-91.0,11.0,Shot,John Tavares Backhand saved by Frederik Andersen,2nd
-80.0,-2.0,Goal,"Nino Niederreiter (2) Wrist Shot, assists: Jaccob Slavin (4)",2nd
-58.0,12.0,Shot,David Kampf Snap Shot saved by Frederik Andersen,2nd
-63.0,8.0,Shot,David Kampf Backhand saved by Frederik Andersen,2nd
-57.0,24.0,Shot,Nick Ritchie Snap Shot saved by Frederik Andersen,2nd
-78.0,2.0,Shot,Nick Ritchie Wrist Shot saved by Frederik Andersen,2nd
-81.0,-10.0,Missed Shot,William Nylander Wide of Net Frederik Andersen,2nd
-79.0,5.0,Missed Shot,William Nylander Wide of Net Frederik Andersen,2nd
-86.0,-7.0,Shot,Teuvo Teravainen Snap Shot saved by Jack Campbell,3rd
-11.0,29.0,Shot,Ethan Bear Slap Shot saved by Jack Campbell,3rd
-45.0,28.0,Missed Shot,Brett Pesce Wide of Net Jack Campbell,3rd
-32.0,-31.0,Shot,Brady Skjei Snap Shot saved by Jack Campbell,3rd
-40.0,24.0,Shot,Ethan Bear Slap Shot saved by Jack Campbell,3rd
-60.0,-12.0,Missed Shot,Pierre Engvall Wide of Net Frederik Andersen,3rd
-41.0,20.0,Missed Shot,Auston Matthews Wide of Net Frederik Andersen,3rd
-66.0,-4.0,Shot,Auston Matthews Snap Shot saved by Frederik Andersen,3rd
-67.0,-3.0,Shot,William Nylander Wrist Shot saved by Frederik Andersen,3rd
-46.0,3.0,Shot,Morgan Rielly Wrist Shot saved by Frederik Andersen,3rd
-73.0,18.0,Missed Shot,Vincent Trocheck Wide of Net Jack Campbell,3rd
-54.0,-39.0,Shot,Jaccob Slavin Slap Shot saved by Jack Campbell,3rd
-75.0,40.0,Shot,TJ Brodie Snap Shot saved by Frederik Andersen,3rd
-89.0,10.0,Missed Shot,Michael Bunting Wide of Net Frederik Andersen,3rd
-70.0,37.0,Shot,William Nylander Wrist Shot saved by Frederik Andersen,3rd
-82.0,-6.0,Shot,Sebastian Aho Wrist Shot saved by Jack Campbell,3rd
-83.0,-3.0,Missed Shot,Alexander Kerfoot Wide of Net Frederik Andersen,3rd
-86.0,-14.0,Missed Shot,Alexander Kerfoot Goalpost Frederik Andersen,3rd
-88.0,-9.0,Shot,Vincent Trocheck Wrist Shot saved by Jack Campbell,3rd
-83.0,-2.0,Shot,Vincent Trocheck Deflected saved by Jack Campbell,3rd
-82.0,3.0,Shot,Martin Necas Backhand saved by Jack Campbell,3rd
-36.0,24.0,Shot,Brett Pesce Slap Shot saved by Jack Campbell,3rd
-79.0,4.0,Shot,Nick Ritchie Tip-In saved by Frederik Andersen,3rd
-91.0,18.0,Missed Shot,Nick Ritchie Wide of Net Frederik Andersen,3rd
-79.0,-29.0,Shot,Brady Skjei Snap Shot saved by Jack Campbell,3rd
-76.0,0.0,Shot,Jesper Fast Deflected saved by Jack Campbell,3rd
-3.0,4.0,Shot,Jordan Staal Backhand saved by Jack Campbell,3rd
-54.0,-14.0,Goal,"Andrei Svechnikov (5) Wrist Shot, assists: Jaccob Slavin (5)",3rd
-6.0,-14.0,Shot,Tony DeAngelo Wrist Shot saved by Jack Campbell,3rd
-35.0,-24.0,Shot,Travis Dermott Slap Shot saved by Frederik Andersen,3rd
-74.0,-10.0,Shot,Pierre Engvall Wrist Shot saved by Frederik Andersen,3rd
-86.0,-7.0,Shot,Pierre Engvall Backhand saved by Frederik Andersen,3rd
-64.0,26.0,Shot,Tyler Seguin Slap Shot saved by Elvis Merzlikins,1st
-53.0,-19.0,Missed Shot,Dean Kukan Over Net Braden Holtby,1st
-78.0,15.0,Shot,Denis Gurianov Backhand saved by Elvis Merzlikins,1st
-49.0,-32.0,Shot,Esa Lindell Snap Shot saved by Elvis Merzlikins,1st
-79.0,-15.0,Goal,"Oliver Bjorkstrand (3) Wrist Shot, assists: Jack Roslovic (3), Gregory Hofmann (2)",1st
-47.0,23.0,Missed Shot,Miro Heiskanen Goalpost Elvis Merzlikins,1st
-75.0,-37.0,Missed Shot,Jack Roslovic Wide of Net Braden Holtby,1st
-82.0,-16.0,Shot,Denis Gurianov Wrist Shot saved by Elvis Merzlikins,1st
-52.0,-20.0,Missed Shot,Roope Hintz Wide of Net Elvis Merzlikins,1st
-33.0,35.0,Missed Shot,Joe Pavelski Goalpost Elvis Merzlikins,1st
-55.0,2.0,Missed Shot,Denis Gurianov Goalpost Elvis Merzlikins,1st
-58.0,-20.0,Missed Shot,Denis Gurianov Over Net Elvis Merzlikins,1st
-49.0,-2.0,Shot,Patrik Laine Wrist Shot saved by Braden Holtby,1st
-10.0,3.0,Shot,Jamie Benn Backhand saved by Elvis Merzlikins,1st
-39.0,-25.0,Shot,Ryan Suter Wrist Shot saved by Elvis Merzlikins,1st
-52.0,35.0,Shot,Jani Hakanpaa Wrist Shot saved by Elvis Merzlikins,1st
-71.0,27.0,Shot,Sean Kuraly Snap Shot saved by Braden Holtby,1st
-58.0,24.0,Shot,Patrik Laine Slap Shot saved by Braden Holtby,1st
-82.0,1.0,Shot,Boone Jenner Wrist Shot saved by Braden Holtby,1st
-69.0,-22.0,Shot,Yegor Chinakhov Snap Shot saved by Braden Holtby,1st
-82.0,-4.0,Missed Shot,Luke Glendening Wide of Net Elvis Merzlikins,1st
-60.0,-5.0,Missed Shot,Patrik Laine Wide of Net Braden Holtby,1st
-71.0,-7.0,Missed Shot,Roope Hintz Wide of Net Elvis Merzlikins,1st
-84.0,-4.0,Shot,Cole Sillinger Snap Shot saved by Braden Holtby,2nd
-72.0,13.0,Shot,Michael Raffl Wrist Shot saved by Elvis Merzlikins,2nd
-87.0,6.0,Missed Shot,Zach Werenski Over Net Braden Holtby,2nd
-60.0,14.0,Missed Shot,Oliver Bjorkstrand Wide of Net Braden Holtby,2nd
-55.0,18.0,Shot,Gregory Hofmann Snap Shot saved by Braden Holtby,2nd
-56.0,13.0,Missed Shot,Patrik Laine Wide of Net Braden Holtby,2nd
-55.0,-35.0,Missed Shot,Gabriel Carlsson Wide of Net Braden Holtby,2nd
-86.0,-30.0,Shot,Eric Robinson Wrist Shot saved by Braden Holtby,2nd
-78.0,-5.0,Missed Shot,Eric Robinson Over Net Braden Holtby,2nd
-84.0,-6.0,Shot,Cole Sillinger Tip-In saved by Braden Holtby,2nd
-82.0,3.0,Shot,Cole Sillinger Backhand saved by Braden Holtby,2nd
-82.0,19.0,Missed Shot,Alexandre Texier Goalpost Braden Holtby,2nd
-78.0,-10.0,Shot,Miro Heiskanen Wrist Shot saved by Elvis Merzlikins,2nd
-82.0,0.0,Shot,Alexander Radulov Wrist Shot saved by Elvis Merzlikins,2nd
-52.0,21.0,Shot,Tyler Seguin Slap Shot saved by Elvis Merzlikins,2nd
-9.0,-33.0,Shot,Boone Jenner Snap Shot saved by Braden Holtby,2nd
-80.0,-29.0,Missed Shot,Miro Heiskanen Goalpost Elvis Merzlikins,2nd
-40.0,-27.0,Shot,Jake Bean Snap Shot saved by Braden Holtby,2nd
-69.0,8.0,Goal,"Gregory Hofmann (1) Snap Shot, assists: Oliver Bjorkstrand (6)",2nd
-70.0,-42.0,Shot,John Klingberg Snap Shot saved by Elvis Merzlikins,2nd
-91.0,28.0,Shot,Ryan Suter Snap Shot saved by Elvis Merzlikins,2nd
-61.0,-29.0,Shot,Patrik Laine Wrist Shot saved by Braden Holtby,2nd
-52.0,10.0,Shot,Miro Heiskanen Wrist Shot saved by Elvis Merzlikins,2nd
-64.0,6.0,Shot,Cole Sillinger Slap Shot saved by Braden Holtby,2nd
-34.0,-6.0,Missed Shot,John Klingberg Wide of Net Elvis Merzlikins,2nd
-91.0,30.0,Shot,Andrej Sekera Snap Shot saved by Elvis Merzlikins,2nd
-81.0,36.0,Shot,Andrej Sekera Snap Shot saved by Elvis Merzlikins,2nd
-52.0,-5.0,Shot,John Klingberg Snap Shot saved by Elvis Merzlikins,2nd
-41.0,-22.0,Shot,Miro Heiskanen Slap Shot saved by Elvis Merzlikins,2nd
-65.0,22.0,Shot,Roope Hintz Snap Shot saved by Elvis Merzlikins,2nd
-64.0,3.0,Missed Shot,Jamie Benn Wide of Net Elvis Merzlikins,3rd
-83.0,-6.0,Shot,Tyler Seguin Snap Shot saved by Elvis Merzlikins,3rd
-82.0,1.0,Shot,Patrik Laine Backhand saved by Braden Holtby,3rd
-75.0,-1.0,Missed Shot,Jakub Voracek Wide of Net Braden Holtby,3rd
-81.0,10.0,Shot,Miro Heiskanen Snap Shot saved by Elvis Merzlikins,3rd
-81.0,5.0,Shot,Denis Gurianov Snap Shot saved by Elvis Merzlikins,3rd
-84.0,-1.0,Goal,"Zach Werenski (2) Snap Shot, assists: Sean Kuraly (1), Eric Robinson (1)",3rd
-41.0,1.0,Shot,Alexandre Texier Snap Shot saved by Braden Holtby,3rd
-86.0,-7.0,Shot,Dean Kukan Snap Shot saved by Braden Holtby,3rd
-62.0,24.0,Shot,Patrik Laine Wrist Shot saved by Braden Holtby,3rd
-62.0,-15.0,Shot,Oliver Bjorkstrand Snap Shot saved by Braden Holtby,3rd
-57.0,29.0,Shot,Roope Hintz Wrist Shot saved by Elvis Merzlikins,3rd
-74.0,3.0,Missed Shot,Gabriel Carlsson Wide of Net Braden Holtby,3rd
-80.0,-31.0,Shot,Denis Gurianov Wrist Shot saved by Elvis Merzlikins,3rd
-37.0,9.0,Missed Shot,Zach Werenski Goalpost Braden Holtby,3rd
-64.0,-28.0,Missed Shot,Jakub Voracek Wide of Net Braden Holtby,3rd
-56.0,-19.0,Shot,Jakub Voracek Wrist Shot saved by Braden Holtby,3rd
-55.0,18.0,Shot,Patrik Laine Snap Shot saved by Braden Holtby,3rd
-47.0,-7.0,Shot,Esa Lindell Wrist Shot saved by Elvis Merzlikins,3rd
-70.0,-31.0,Shot,Jamie Benn Wrist Shot saved by Elvis Merzlikins,3rd
-71.0,-18.0,Shot,Luke Glendening Wrist Shot saved by Elvis Merzlikins,3rd
-75.0,-27.0,Shot,Tanner Kero Snap Shot saved by Elvis Merzlikins,3rd
-45.0,34.0,Shot,Tyler Seguin Snap Shot saved by Elvis Merzlikins,3rd
-72.0,6.0,Missed Shot,Roope Hintz Wide of Net Elvis Merzlikins,3rd
-44.0,35.0,Shot,Jani Hakanpaa Snap Shot saved by Elvis Merzlikins,3rd
-66.0,28.0,Shot,Jamie Benn Wrist Shot saved by Elvis Merzlikins,3rd
-57.0,-36.0,Missed Shot,Ryan Suter Wide of Net Elvis Merzlikins,3rd
-78.0,-23.0,Goal,"Tyler Seguin (2) Snap Shot, assists: Esa Lindell (1), Ryan Suter (3)",3rd
-47.0,-24.0,Goal,"Alexandre Texier (2) Wrist Shot, assists: Zach Werenski (4)",3rd
-42.0,-23.0,Shot,Yegor Chinakhov Wrist Shot saved by Braden Holtby,3rd
-48.0,41.0,Missed Shot,Jani Hakanpaa Wide of Net Elvis Merzlikins,3rd
-84.0,-4.0,Missed Shot,Luke Glendening Wide of Net Elvis Merzlikins,3rd
-31.0,-22.0,Shot,David Perron Wrist Shot saved by Jonathan Quick,1st
-42.0,20.0,Shot,David Perron Wrist Shot saved by Jonathan Quick,1st
-66.0,-17.0,Shot,Klim Kostin Wrist Shot saved by Jonathan Quick,1st
-61.0,-35.0,Shot,Brayden Schenn Slap Shot saved by Jonathan Quick,1st
-39.0,24.0,Shot,Torey Krug Slap Shot saved by Jonathan Quick,1st
-55.0,34.0,Shot,Brayden Schenn Wrist Shot saved by Jonathan Quick,1st
-55.0,-4.0,Shot,Colton Parayko Wrist Shot saved by Jonathan Quick,1st
-72.0,-8.0,Missed Shot,Pavel Buchnevich Wide of Net Jonathan Quick,1st
-72.0,34.0,Shot,James Neal Wrist Shot saved by Jonathan Quick,1st
-60.0,7.0,Shot,Ryan O'Reilly Snap Shot saved by Jonathan Quick,1st
-61.0,0.0,Shot,Vladimir Tarasenko Wrist Shot saved by Jonathan Quick,1st
-63.0,-25.0,Shot,Viktor Arvidsson Backhand saved by Ville Husso,1st
-67.0,-24.0,Shot,Dustin Brown Wrist Shot saved by Ville Husso,1st
-71.0,20.0,Shot,Torey Krug Wrist Shot saved by Jonathan Quick,1st
-36.0,28.0,Shot,Justin Faulk Slap Shot saved by Jonathan Quick,1st
-59.0,20.0,Missed Shot,Jake Neighbours Wide of Net Jonathan Quick,1st
-87.0,6.0,Shot,David Perron Wrist Shot saved by Jonathan Quick,1st
-72.0,-26.0,Shot,Phillip Danault Wrist Shot saved by Ville Husso,1st
-71.0,-18.0,Shot,Marco Scandella Slap Shot saved by Jonathan Quick,1st
-70.0,4.0,Shot,Robert Thomas Wrist Shot saved by Jonathan Quick,1st
-68.0,-21.0,Shot,Viktor Arvidsson Wrist Shot saved by Ville Husso,1st
-68.0,13.0,Missed Shot,Anze Kopitar Wide of Net Ville Husso,1st
-72.0,-23.0,Shot,Tobias Bjornfot Wrist Shot saved by Ville Husso,1st
-70.0,-22.0,Missed Shot,David Perron Wide of Net Jonathan Quick,1st
-65.0,0.0,Shot,Jordan Kyrou Wrist Shot saved by Jonathan Quick,1st
-52.0,18.0,Shot,Adrian Kempe Wrist Shot saved by Ville Husso,1st
-40.0,-7.0,Shot,Torey Krug Slap Shot saved by Jonathan Quick,1st
-61.0,-12.0,Shot,Vladimir Tarasenko Wrist Shot saved by Jonathan Quick,1st
-44.0,4.0,Shot,Alexander Edler Wrist Shot saved by Ville Husso,1st
-84.0,-18.0,Missed Shot,Robert Thomas Wide of Net Jonathan Quick,1st
-43.0,22.0,Missed Shot,Tobias Bjornfot Wide of Net Ville Husso,2nd
-71.0,28.0,Missed Shot,Vladimir Tarasenko Wide of Net Jonathan Quick,2nd
-87.0,6.0,Shot,Phillip Danault Wrap-around saved by Ville Husso,2nd
-57.0,11.0,Shot,Alex Iafallo Snap Shot saved by Ville Husso,2nd
-42.0,-26.0,Shot,Jake Walman Slap Shot saved by Jonathan Quick,2nd
-69.0,-29.0,Shot,Viktor Arvidsson Wrist Shot saved by Ville Husso,2nd
-78.0,-9.0,Shot,Rasmus Kupari Wrist Shot saved by Ville Husso,2nd
-81.0,-6.0,Shot,Adrian Kempe Tip-In saved by Ville Husso,2nd
-69.0,-4.0,Missed Shot,Carl Grundstrom Wide of Net Ville Husso,2nd
-42.0,19.0,Shot,Matt Roy Slap Shot saved by Ville Husso,2nd
-78.0,1.0,Shot,Dustin Brown Wrist Shot saved by Ville Husso,2nd
-61.0,-1.0,Shot,Alex Iafallo Wrist Shot saved by Ville Husso,2nd
-61.0,17.0,Shot,Arthur Kaliyev Wrist Shot saved by Ville Husso,2nd
-74.0,3.0,Missed Shot,Adrian Kempe Wide of Net Ville Husso,2nd
-52.0,18.0,Missed Shot,Alexander Edler Wide of Net Ville Husso,2nd
-41.0,-24.0,Shot,Matt Roy Wrist Shot saved by Ville Husso,2nd
-38.0,-30.0,Missed Shot,Torey Krug Wide of Net Jonathan Quick,2nd
-57.0,7.0,Missed Shot,Robert Thomas Wide of Net Jonathan Quick,2nd
-45.0,-4.0,Shot,Jake Walman Slap Shot saved by Jonathan Quick,2nd
-70.0,22.0,Shot,Ryan O'Reilly Wrist Shot saved by Jonathan Quick,2nd
-69.0,20.0,Shot,Dustin Brown Wrist Shot saved by Ville Husso,2nd
-51.0,-13.0,Shot,Mikey Anderson Slap Shot saved by Ville Husso,2nd
-85.0,-13.0,Shot,Vladimir Tarasenko Backhand saved by Jonathan Quick,3rd
-73.0,11.0,Shot,Arthur Kaliyev Backhand saved by Ville Husso,3rd
-67.0,-12.0,Shot,David Perron Snap Shot saved by Jonathan Quick,3rd
-74.0,-5.0,Goal,"Vladimir Tarasenko (2) Wrist Shot, assists: Torey Krug (5), Robert Thomas (5)",3rd
-39.0,24.0,Missed Shot,Matt Roy Wide of Net Ville Husso,3rd
-75.0,1.0,Shot,Phillip Danault Backhand saved by Ville Husso,3rd
-10.0,34.0,Shot,Jake Neighbours Wrist Shot saved by Jonathan Quick,3rd
-54.0,-28.0,Shot,Viktor Arvidsson Slap Shot saved by Ville Husso,3rd
-77.0,5.0,Shot,Gabriel Vilardi Wrap-around saved by Ville Husso,3rd
-59.0,33.0,Shot,Arthur Kaliyev Slap Shot saved by Ville Husso,3rd
-75.0,-19.0,Shot,Phillip Danault Wrist Shot saved by Ville Husso,3rd
-72.0,18.0,Shot,Jake Walman Wrist Shot saved by Jonathan Quick,3rd
-51.0,-29.0,Shot,Anze Kopitar Wrist Shot saved by Ville Husso,3rd
-57.0,22.0,Shot,James Neal Wrist Shot saved by Jonathan Quick,3rd
-41.0,0.0,Shot,Matt Roy Wrist Shot saved by Ville Husso,3rd
-42.0,24.0,Missed Shot,Viktor Arvidsson Wide of Net Ville Husso,3rd
-48.0,5.0,Shot,Justin Faulk Wrist Shot saved by Jonathan Quick,3rd
-54.0,0.0,Shot,Arthur Kaliyev Wrist Shot saved by Ville Husso,3rd
-69.0,19.0,Shot,Viktor Arvidsson Wrist Shot saved by Ville Husso,3rd
-79.0,-9.0,Shot,Dustin Brown Tip-In saved by Ville Husso,3rd
-39.0,26.0,Shot,Matt Roy Wrist Shot saved by Ville Husso,3rd
-65.0,5.0,Shot,Dustin Brown Tip-In saved by Ville Husso,3rd
-65.0,-20.0,Shot,James Neal Snap Shot saved by Jonathan Quick,3rd
-74.0,10.0,Shot,David Perron Backhand saved by Jonathan Quick,3rd
-64.0,-28.0,Missed Shot,Adrian Kempe Wide of Net Ville Husso,3rd
-65.0,3.0,Goal,"Vladimir Tarasenko (3) Wrist Shot, assists: Ivan Barbashev (2)",3rd
-78.0,-27.0,Missed Shot,David Perron Wide of Net Jonathan Quick,3rd
-68.0,17.0,Shot,David Perron Slap Shot saved by Jonathan Quick,3rd
-73.0,-19.0,Shot,Vladimir Tarasenko Wrist Shot saved by Jonathan Quick,3rd
-67.0,-1.0,Shot,Pavel Buchnevich Wrist Shot saved by Jonathan Quick,3rd
-87.0,-9.0,Shot,Viktor Arvidsson Wrap-around saved by Ville Husso,3rd
-45.0,29.0,Shot,Anze Kopitar Wrist Shot saved by Ville Husso,3rd
-58.0,-35.0,Goal,"David Perron (6) Wrist Shot, assists: Ryan O'Reilly (3), Marco Scandella (3)",3rd
-72.0,13.0,Missed Shot,Rasmus Kupari Wide of Net Ville Husso,3rd
-57.0,-5.0,Missed Shot,Mikael Backlund Wide of Net Nico Daws,1st
-67.0,5.0,Shot,Tyler Pitlick Snap Shot saved by Nico Daws,1st
-43.0,28.0,Shot,Noah Hanifin Snap Shot saved by Nico Daws,1st
-69.0,16.0,Missed Shot,Brett Ritchie Wide of Net Nico Daws,1st
-38.0,-11.0,Missed Shot,Noah Hanifin Wide of Net Nico Daws,1st
-57.0,-14.0,Goal,"Milan Lucic (1) Snap Shot, assists: Erik Gudbranson (3), Oliver Kylington (1)",1st
-22.0,5.0,Shot,Dougie Hamilton Slap Shot saved by Dan Vladar,1st
-32.0,27.0,Missed Shot,Christopher Tanev Wide of Net Nico Daws,1st
-61.0,3.0,Goal,"Andrew Mangiapane (6) Snap Shot, assists: none",1st
-41.0,2.0,Shot,Nico Hischier Slap Shot saved by Dan Vladar,1st
-38.0,-26.0,Shot,Blake Coleman Slap Shot saved by Nico Daws,1st
-66.0,24.0,Shot,Johnny Gaudreau Snap Shot saved by Nico Daws,1st
-80.0,1.0,Goal,"Elias Lindholm (7) Deflected, assists: Rasmus Andersson (4), Johnny Gaudreau (8)",1st
-81.0,24.0,Missed Shot,Ty Smith Wide of Net Dan Vladar,1st
-32.0,19.0,Missed Shot,Ty Smith Wide of Net Dan Vladar,1st
-76.0,-3.0,Goal,"Andrew Mangiapane (7) Wrist Shot, assists: Dillon Dube (4)",1st
-46.0,23.0,Shot,Pavel Zacha Snap Shot saved by Dan Vladar,1st
-82.0,-11.0,Shot,Pavel Zacha Backhand saved by Dan Vladar,1st
-43.0,-25.0,Missed Shot,Sean Monahan Over Net Scott Wedgewood,1st
-36.0,32.0,Missed Shot,Rasmus Andersson Wide of Net Scott Wedgewood,1st
-73.0,30.0,Shot,Matthew Tkachuk Snap Shot saved by Scott Wedgewood,1st
-34.0,9.0,Missed Shot,Tyler Pitlick Wide of Net Scott Wedgewood,1st
-79.0,30.0,Shot,Brett Ritchie Wrist Shot saved by Scott Wedgewood,1st
-62.0,4.0,Shot,Dawson Mercer Slap Shot saved by Dan Vladar,2nd
-73.0,-23.0,Shot,Dillon Dube Snap Shot saved by Scott Wedgewood,2nd
-47.0,20.0,Shot,Dillon Dube Snap Shot saved by Scott Wedgewood,2nd
-34.0,12.0,Shot,Noah Hanifin Snap Shot saved by Scott Wedgewood,2nd
-44.0,30.0,Missed Shot,Matthew Tkachuk Wide of Net Scott Wedgewood,2nd
-49.0,-30.0,Missed Shot,Erik Gudbranson Wide of Net Scott Wedgewood,2nd
-38.0,-20.0,Missed Shot,Ryan Graves Wide of Net Dan Vladar,2nd
-38.0,13.0,Missed Shot,Johnny Gaudreau Wide of Net Scott Wedgewood,2nd
-47.0,-25.0,Missed Shot,Matthew Tkachuk Wide of Net Scott Wedgewood,2nd
-78.0,23.0,Goal,"Pavel Zacha (3) Wrist Shot, assists: none",2nd
-33.0,30.0,Missed Shot,Oliver Kylington Wide of Net Scott Wedgewood,2nd
-27.0,13.0,Shot,Dawson Mercer Wrist Shot saved by Dan Vladar,2nd
-66.0,28.0,Missed Shot,Dougie Hamilton Wide of Net Dan Vladar,2nd
-45.0,-10.0,Shot,P.K. Subban Slap Shot saved by Dan Vladar,2nd
-72.0,12.0,Shot,Blake Coleman Snap Shot saved by Scott Wedgewood,2nd
-61.0,1.0,Shot,Blake Coleman Tip-In saved by Scott Wedgewood,2nd
-58.0,-21.0,Shot,Sean Monahan Snap Shot saved by Scott Wedgewood,2nd
-81.0,19.0,Shot,Noah Hanifin Snap Shot saved by Scott Wedgewood,2nd
-47.0,-17.0,Shot,Dillon Dube Snap Shot saved by Scott Wedgewood,2nd
-37.0,5.0,Shot,Dougie Hamilton Wrist Shot saved by Dan Vladar,2nd
-80.0,6.0,Shot,Matthew Tkachuk Wrist Shot saved by Scott Wedgewood,2nd
-59.0,-15.0,Shot,Blake Coleman Snap Shot saved by Scott Wedgewood,2nd
